Sequence,Signal Type,Time (s),Frequency (Hz),Correlation Value
6,F,23.72,9838,0.92
6,D,24.49,7756,0.59
6,E,26.52,7596,0.63
6,C,27.99,6820,-0.01
6,G,29.89,7496,0.72
6,F,32.16,9818,0.79
6,E,33.21,7556,0.6
6,B,34.53,6880,-0.01
6,F,36.36,9918,0.87
6,D,37.07,7756,0.6
6,G,39.32,7356,0.77
6,C,41.65,6860,-0.01
6,F,43.34,9838,0.9
6,G,44.33,7456,0.73
6,B,46.61,6780,0.0
6,C,48.49,6800,0.01
6,G,50.16,7536,0.64
6,F,52.47,9878,0.82
6,D,53.26,7676,0.66
6,C,55.31,6720,0.01
6,D,56.83,7516,0.87
6,C,58.89,6860,-0.01
6,G,60.56,7556,0.59
6,B,62.86,6860,-0.01
6,C,64.71,6740,0.01
6,F,66.62,10018,0.74
6,D,67.33,7676,0.68
6,F,69.55,9798,0.85
6,B,70.56,6820,-0.01
6,E,72.52,7576,0.63
6,B,73.94,6760,0.0
6,G,75.95,7576,0.55
6,C,78.11,6760,0.01
6,D,79.44,7716,0.6
6,F,81.67,10078,0.67
6,B,82.66,6880,-0.02
6,G,84.46,7536,0.67
6,D,86.38,7596,0.81
6,F,88.51,9798,0.88
6,B,89.65,6740,0.01
6,D,91.24,7576,0.82
6,B,93.28,6740,0.01
6,C,95.36,6860,-0.01
6,E,97.2,7676,0.82
6,D,98.28,7456,0.77
6,E,100.34,7736,0.88
6,A,101.76,6700,0.02
6,C,104.9,6760,0.01
6,F,106.77,9938,0.83
6,D,107.59,7716,0.61
6,C,109.79,6800,0.0
6,A,111.74,6800,0.0
6,B,115.0,6820,-0.01
6,D,116.44,7656,0.67
6,A,118.47,6820,-0.0
6,F,121.6,10058,0.72
6,E,122.79,7816,0.75
6,F,124.07,10058,0.71
6,G,125.28,7456,0.87
6,X,127.39,6875,0.94
7,F,9.96,9978,0.76
7,A,11.17,6760,0.01
7,F,14.35,9938,0.87
7,B,15.42,6840,-0.01
7,E,17.32,7716,0.89
7,A,18.87,6800,0.0
7,B,22.01,6880,-0.01
7,D,23.61,7596,0.78
7,B,25.69,6760,0.01
7,D,27.24,7696,0.61
7,G,29.25,7576,0.58
7,A,31.58,6820,-0.0
7,C,34.88,6860,-0.01
7,X,36.53,6875,0.94
8,G,9.93,7536,0.64
8,D,11.91,7636,0.72
8,F,13.97,9918,0.87
8,E,15.16,7576,0.63
8,B,16.48,6720,0.01
8,C,18.58,6720,0.01
8,B,20.49,6880,-0.02
8,F,22.33,9878,0.86
8,A,23.45,6800,0.0
8,F,26.73,10038,0.72
8,C,27.75,6720,0.01
8,A,29.48,6760,0.01
8,E,32.81,7676,0.76
8,G,34.18,7496,0.74
8,F,36.4,9858,0.86
8,E,37.54,7596,0.67
8,D,38.6,7596,0.81
8,E,40.81,7576,0.63
8,B,42.34,6880,-0.02
8,X,44.13,6875,0.91
9,C,9.98,6780,0.01
9,G,11.73,7556,0.62
9,E,14.03,7836,0.75
9,C,15.38,6800,0.0
9,E,17.19,7816,0.78
9,G,18.47,7356,0.8
9,D,20.38,7756,0.58
9,G,22.39,7496,0.71
9,A,24.62,6720,0.01
9,G,27.93,7416,0.74
9,A,30.14,6800,0.0
9,D,32.81,7696,0.65
9,B,34.85,6900,-0.02
9,A,36.84,6820,-0.0
9,B,40.09,6780,0.01
9,F,42.05,9918,0.83
9,X,43.04,6875,0.91
10,G,9.97,7396,0.87
10,B,12.18,6780,0.0
10,D,13.72,7496,0.85
10,F,15.99,9838,0.91
10,C,17.16,6760,0.0
10,A,19.07,6880,-0.04
10,D,21.77,7636,0.72
10,F,23.81,9878,0.86
10,C,24.96,6860,-0.01
10,F,26.73,10018,0.76
10,G,27.72,7536,0.67
10,A,29.88,6720,0.01
10,E,33.11,7696,0.84
10,G,34.44,7436,0.76
10,F,36.58,9938,0.82
10,C,37.58,6780,0.01
10,F,39.32,9878,0.89
10,C,40.39,6840,-0.01
10,F,42.26,10058,0.72
10,E,43.24,7676,0.82
10,A,44.79,6860,-0.04
10,F,48.03,9778,0.85
10,C,49.05,6800,-0.01
10,A,50.9,6840,-0.04
10,C,54.04,6740,0.01
10,A,55.79,6780,0.01
10,B,58.89,6740,0.01
10,G,60.7,7556,0.61
10,B,62.98,6760,0.01
10,A,64.85,6740,0.01
10,G,68.07,7356,0.74
10,B,70.29,6820,0.0
10,C,72.23,6720,0.02
10,E,74.01,7716,0.82
10,D,75.11,7596,0.78
10,X,77.11,6875,0.89
11,D,9.59,7516,0.78
11,F,11.8,9998,0.77
11,C,12.91,6900,-0.01
11,A,14.58,6880,-0.04
11,E,17.83,7516,0.57
11,G,19.27,7416,0.75
11,F,21.47,9898,0.9
11,A,22.67,6880,-0.04
11,B,25.85,6820,-0.01
11,C,27.85,6720,0.01
11,F,29.74,9818,0.82
11,E,30.75,7716,0.86
11,C,32.09,6740,0.01
11,A,33.88,6860,-0.04
11,F,36.9,9998,0.68
11,D,37.65,7556,0.82
11,B,39.77,6720,0.01
11,E,41.64,7696,0.82
11,C,43.17,6800,0.0
11,E,44.89,7596,0.64
11,F,46.42,9778,0.85
11,E,47.54,7816,0.78
11,F,48.84,10038,0.73
11,C,50.1,6820,0.0
11,F,51.9,9798,0.84
11,E,52.91,7656,0.77
11,D,53.91,7736,0.56
11,E,55.97,7676,0.77
11,F,57.32,10038,0.68
11,D,58.15,7576,0.78
11,A,60.23,6840,-0.03
11,E,63.52,7696,0.83
11,A,64.9,6860,-0.04
11,C,68.14,6800,-0.01
11,B,69.85,6780,-0.01
11,D,71.27,7696,0.62
11,C,73.55,6840,0.0
11,B,75.43,6840,-0.01
11,C,77.43,6800,-0.01
11,D,78.97,7476,0.77
11,G,81.06,7416,0.79
11,X,83.19,6875,0.87
12,B,9.97,6740,0.0
12,D,11.5,7716,0.59
12,A,13.64,6880,-0.04
12,F,16.65,10078,0.7
12,A,17.68,6840,-0.03
12,E,20.98,7576,0.64
12,A,22.48,6840,-0.03
12,G,25.54,7356,0.74
12,B,27.93,6840,-0.01
12,D,29.45,7676,0.65
12,A,31.64,6860,-0.04
12,D,34.44,7556,0.87
12,C,36.5,6800,0.0
12,X,38.16,6875,0.91
13,G,9.97,7396,0.78
13,A,12.25,6900,-0.04
13,E,15.53,7516,0.57
13,D,16.57,7756,0.59
13,F,18.58,9938,0.87
13,E,19.65,7696,0.82
13,A,20.96,6800,0.0
13,F,24.03,9878,0.92
13,G,25.11,7496,0.76
13,F,27.49,9818,0.86
13,E,28.67,7616,0.68
13,C,30.11,6800,0.0
13,G,31.88,7476,0.78
13,D,33.74,7476,0.81
13,F,35.9,9898,0.79
13,C,37.12,6880,-0.01
13,A,38.8,6860,-0.03
13,D,41.48,7656,0.72
13,B,43.66,6880,-0.02
13,G,45.46,7516,0.73
13,C,47.74,6900,-0.01
13,D,49.15,7616,0.71
13,A,51.25,6820,0.0
13,G,54.49,7356,0.78
13,F,56.65,9838,0.92
13,D,57.41,7536,0.8
13,F,59.49,10058,0.69
13,B,60.52,6780,0.0
13,F,62.48,9958,0.8
13,D,63.09,7616,0.72
13,A,65.32,6760,0.01
13,G,68.4,7536,0.68
13,C,70.79,6880,-0.01
13,B,72.48,6880,-0.01
13,C,74.53,6820,0.0
13,E,76.23,7616,0.69
13,X,77.52,6875,0.93
14,G,9.97,7356,0.76
14,D,11.76,7676,0.68
14,B,13.79,6740,0.0
14,E,15.64,7756,0.82
14,A,17.1,6860,-0.04
14,F,20.11,10038,0.7
14,G,21.29,7336,0.73
14,D,23.22,7476,0.8
14,G,25.38,7396,0.85
14,C,27.76,6780,0.01
14,D,29.06,7556,0.81
14,G,31.07,7376,0.82
14,E,33.38,7556,0.62
14,A,34.76,6880,-0.04
14,G,37.75,7456,0.74
14,D,39.49,7616,0.74
14,E,41.67,7736,0.84
14,B,42.95,6780,0.01
14,E,44.8,7796,0.86
14,F,46.06,9978,0.84
14,G,47.3,7436,0.86
14,B,49.58,6780,0.0
14,E,51.56,7696,0.86
14,C,53.0,6720,0.01
14,X,54.66,6875,0.92
15,B,9.98,6720,0.01
15,E,11.98,7656,0.75
15,A,13.55,6780,0.0
15,F,16.59,9838,0.87
15,C,17.8,6780,0.0
15,D,19.3,7536,0.81
15,E,21.5,7656,0.79
15,A,23.05,6800,0.0
15,G,26.23,7496,0.73
15,B,28.62,6820,-0.01
15,D,30.08,7696,0.59
15,B,32.29,6820,0.0
15,D,33.76,7736,0.58
15,B,35.8,6720,0.01
15,G,37.76,7356,0.75
15,C,39.92,6860,-0.01
15,A,41.81,6760,0.01
15,G,44.88,7536,0.68
15,A,47.1,6800,0.0
15,E,50.26,7816,0.78
15,C,51.66,6800,0.0
15,F,53.37,9938,0.81
15,X,54.34,6875,0.91
16,A,9.97,6760,0.01
16,E,13.22,7756,0.85
16,A,14.53,6860,-0.04
16,G,17.75,7476,0.72
16,C,19.95,6700,0.02
16,G,21.71,7536,0.67
16,A,23.86,6760,0.01
16,B,26.95,6820,0.02
16,C,29.07,6860,-0.01
16,E,30.94,7656,0.76
16,G,32.46,7596,0.53
16,F,34.78,9958,0.83
16,G,35.95,7376,0.83
16,A,38.24,6880,-0.04
16,E,41.48,7516,0.57
16,A,42.88,6720,0.01
16,F,45.95,9838,0.78
16,D,46.71,7536,0.88
16,F,48.98,9918,0.86
16,B,50.12,6740,0.02
16,G,52.15,7336,0.75
16,C,54.32,6760,0.01
16,E,56.18,7696,0.79
16,F,57.65,9818,0.87
16,B,58.75,6720,0.01
16,C,60.8,6880,-0.01
16,E,62.47,7816,0.8
16,B,63.82,6840,-0.01
16,F,65.83,9778,0.88
16,G,66.88,7396,0.86
16,D,68.84,7756,0.57
16,F,70.81,9838,0.89
16,D,71.45,7676,0.65
16,E,73.6,7576,0.62
16,B,75.15,6800,-0.01
16,E,77.12,7576,0.64
16,G,78.49,7496,0.72
16,B,80.85,6860,-0.01
16,D,82.36,7636,0.7
16,A,84.54,6780,0.01
16,X,87.59,6875,0.93
17,C,9.96,6900,-0.01
17,D,11.32,7756,0.58
17,F,13.57,9758,0.81
17,D,14.45,7516,0.83
17,B,16.69,6740,0.01
17,E,18.58,7596,0.63
17,C,20.04,6700,0.02
17,B,21.91,6740,0.01
17,F,23.86,9898,0.9
17,G,25.13,7336,0.76
17,B,27.33,6900,-0.02
17,E,29.39,7796,0.83
17,C,30.91,6740,0.02
17,A,32.78,6740,0.01
17,X,35.85,6875,0.92
18,B,9.97,6800,-0.01
18,G,11.8,7476,0.84
18,B,14.2,6720,0.01
18,E,16.24,7516,0.55
18,A,17.8,6820,-0.0
18,E,20.9,7796,0.83
18,C,22.21,6700,0.02
18,E,24.16,7596,0.65
18,C,25.68,6860,-0.01
18,E,27.47,7736,0.89
18,F,28.97,10038,0.73
18,C,30.23,6800,0.0
18,E,32.01,7616,0.7
18,F,33.32,10018,0.76
18,E,34.53,7656,0.74
18,D,35.69,7716,0.61
18,X,37.67,6875,0.88
19,F,9.94,9998,0.81
19,C,11.07,6860,-0.01
19,E,12.89,7696,0.81
19,G,14.25,7456,0.81
19,F,16.6,9938,0.8
19,C,17.63,6820,0.0
19,G,19.51,7356,0.78
19,E,21.79,7736,0.8
19,F,23.25,10018,0.74
19,A,24.28,6840,-0.04
19,C,27.39,6760,0.01
19,A,29.14,6900,-0.04
19,F,32.15,9798,0.86
19,D,32.88,7516,0.8
19,F,35.16,9818,0.92
19,B,36.19,6860,-0.01
19,X,37.99,6875,0.87
20,B,9.96,6840,-0.01
20,C,12.05,6840,-0.01
20,F,13.84,10018,0.77
20,D,14.44,7716,0.63
20,A,16.6,6740,0.01
20,F,19.93,9858,0.83
20,C,21.15,6820,-0.01
20,A,22.94,6800,0.0
20,D,25.7,7536,0.88
20,B,27.96,6860,-0.01
20,E,29.95,7516,0.56
20,D,31.05,7536,0.82
20,B,33.24,6780,0.0
20,C,35.09,6800,0.01
20,B,36.84,6820,-0.01
20,C,38.73,6800,0.0
20,A,40.46,6880,-0.04
20,C,43.66,6780,0.01
20,B,45.47,6840,-0.01
20,A,47.53,6860,-0.04
20,B,50.64,6880,-0.01
20,C,52.55,6760,0.01
20,B,54.3,6700,0.01
20,D,55.97,7616,0.77
20,F,58.19,9858,0.85
20,C,59.3,6880,-0.01
20,E,61.09,7736,0.81
20,G,62.41,7356,0.8
20,X,64.54,6875,0.91
21,A,9.99,6800,0.0
21,C,13.14,6820,-0.01
21,B,14.86,6880,-0.02
21,E,16.76,7776,0.84
21,G,18.21,7576,0.58
21,C,20.39,6740,0.01
21,E,22.31,7556,0.6
21,G,23.72,7416,0.84
21,A,25.89,6760,0.01
21,C,29.03,6860,-0.01
21,G,30.75,7536,0.67
21,F,32.9,9978,0.82
21,G,34.12,7416,0.88
21,E,36.4,7676,0.8
21,F,37.75,9818,0.84
21,C,38.99,6800,0.0
21,E,40.65,7736,0.85
21,D,41.57,7656,0.72
21,E,43.59,7616,0.67
21,A,45.02,6880,-0.04
21,F,48.08,10078,0.65
21,C,49.1,6800,0.0
21,G,50.88,7576,0.6
21,B,53.07,6820,-0.01
21,G,54.97,7356,0.69
21,B,57.23,6800,-0.01
21,E,59.15,7676,0.8
21,F,60.57,10018,0.77
21,C,61.64,6860,-0.01
21,A,63.47,6760,0.0
21,B,66.55,6840,-0.01
21,F,68.38,10078,0.69
21,C,69.49,6880,-0.01
21,B,71.35,6740,0.01
21,E,73.45,7676,0.81
21,F,74.87,9778,0.86
21,B,75.88,6700,0.01
21,C,77.99,6740,0.01
21,E,79.68,7616,0.72
21,C,81.16,6740,0.01
21,E,82.97,7736,0.86
21,A,84.32,6760,0.01
21,C,87.63,6720,0.01
21,B,89.46,6700,0.02
21,E,91.39,7676,0.75
21,F,92.82,9978,0.76
21,D,93.55,7576,0.8
21,X,95.54,6875,0.89
22,C,9.98,6720,0.01
22,D,11.37,7676,0.68
22,F,13.39,9818,0.8
22,E,14.44,7696,0.84
22,A,15.91,6740,0.01
22,G,19.19,7576,0.59
22,E,21.53,7756,0.88
22,F,22.99,9818,0.87
22,A,24.03,6800,0.0
22,G,27.24,7456,0.82
22,D,28.99,7656,0.69
22,C,31.21,6780,0.0
22,A,33.04,6860,-0.03
22,F,36.21,9958,0.86
22,C,37.29,6760,0.01
22,G,39.0,7336,0.73
22,A,41.41,6760,0.01
22,F,44.72,9938,0.84
22,B,45.74,6900,-0.02
22,F,47.71,9978,0.8
22,B,48.78,6780,0.0
22,D,50.27,7536,0.86
22,E,52.49,7736,0.82
22,C,54.05,6820,0.0
22,B,55.93,6740,0.01
22,F,57.78,9838,0.81
22,G,58.76,7456,0.73
22,C,61.1,6720,0.01
22,A,62.93,6740,0.01
22,X,65.99,6875,0.94
23,B,9.98,6860,-0.01
23,C,11.84,6760,0.0
23,A,13.78,6760,0.01
23,B,16.98,6840,-0.01
23,F,18.87,9918,0.78
23,A,20.01,6800,0.0
23,C,23.12,6820,0.0
23,F,24.83,10078,0.65
23,C,26.04,6800,0.01
23,D,27.39,7556,0.78
23,G,29.41,7476,0.82
23,A,31.57,6840,-0.03
23,C,34.61,6720,0.01
23,E,36.37,7716,0.8
23,X,37.66,6875,0.92
24,C,9.98,6840,-0.01
24,G,11.68,7536,0.65
24,C,13.87,6840,-0.01
24,D,15.39,7636,0.74
24,F,17.57,10058,0.7
24,B,18.82,6820,-0.01
24,G,20.69,7476,0.83
24,B,23.0,6780,-0.01
24,F,24.89,10078,0.7
24,E,26.04,7676,0.75
24,G,27.54,7596,0.55
24,B,29.92,6720,0.01
24,D,31.43,7556,0.86
24,G,33.57,7356,0.81
24,E,35.88,7676,0.85
24,D,36.96,7636,0.7
24,C,39.13,6800,0.0
24,G,40.85,7376,0.82
24,E,43.18,7816,0.8
24,C,44.58,6860,-0.01
24,D,46.1,7656,0.69
24,G,48.17,7456,0.86
24,E,50.34,7636,0.74
24,G,51.87,7336,0.76
24,A,54.26,6760,0.01
24,X,57.31,6875,0.93
25,F,9.93,10078,0.67
25,C,10.93,6860,-0.01
25,D,12.41,7736,0.61
25,E,14.48,7816,0.8
25,D,15.6,7556,0.89
25,E,17.86,7696,0.87
25,C,19.33,6860,-0.01
25,G,21.11,7436,0.78
25,D,22.95,7756,0.59
25,B,25.01,6760,0.0
25,D,26.69,7676,0.67
25,E,28.82,7576,0.63
25,A,30.21,6880,-0.04
25,X,33.2,6875,0.9
26,F,9.96,9998,0.79
26,E,11.12,7576,0.63
26,G,12.44,7556,0.62
26,F,14.58,9758,0.62
26,G,15.55,7576,0.56
26,E,17.7,7636,0.75
26,G,19.0,7476,0.82
26,D,20.76,7536,0.89
26,G,22.8,7396,0.8
26,F,25.09,9758,0.85
26,D,25.71,7636,0.71
26,A,27.81,6780,0.0
26,B,31.02,6760,0.0
26,F,33.05,9798,0.83
26,E,34.23,7796,0.84
26,D,35.19,7676,0.68
26,C,37.28,6840,-0.01
26,X,38.94,6875,0.87
27,B,9.98,6840,-0.01
27,E,11.88,7836,0.74
27,F,13.16,9778,0.77
27,E,14.39,7536,0.58
27,B,15.73,6840,-0.01
27,F,17.65,10058,0.72
27,E,18.89,7656,0.8
27,B,20.22,6880,-0.02
27,F,22.11,9918,0.87
27,B,23.26,6720,0.01
27,A,25.14,6720,0.01
27,G,28.34,7556,0.62
27,F,30.57,9858,0.85
27,D,31.44,7536,0.8
27,A,33.49,6840,-0.03
27,D,36.31,7636,0.76
27,E,38.42,7536,0.57
27,C,39.73,6720,0.01
27,D,41.26,7756,0.54
27,C,43.52,6860,-0.01
27,F,45.19,9838,0.87
27,D,45.93,7516,0.8
27,E,48.17,7576,0.65
27,C,49.5,6760,0.01
27,A,51.41,6720,0.01
27,E,54.67,7816,0.72
27,G,56.18,7436,0.8
27,C,58.6,6820,-0.01
27,E,60.48,7716,0.78
27,B,62.03,6860,-0.02
27,X,63.81,6875,0.91
28,C,9.96,6720,0.01
28,A,11.68,6780,0.0
28,F,14.82,9938,0.76
28,B,15.91,6760,0.0
28,E,17.77,7596,0.68
28,D,18.68,7636,0.74
28,F,20.82,9978,0.76
28,C,21.98,6800,-0.01
28,G,23.67,7436,0.72
28,X,25.8,6875,0.87
29,D,9.59,7476,0.83
29,A,11.78,6700,0.02
29,G,14.91,7516,0.68
29,A,17.26,6840,-0.03
29,D,20.14,7496,0.8
29,A,22.44,6720,0.01
29,B,25.6,6800,-0.01
29,E,27.48,7656,0.74
29,B,28.94,6720,0.01
29,E,30.96,7616,0.71
29,B,32.53,6860,-0.01
29,E,34.37,7576,0.65
29,A,35.74,6780,0.0
29,D,38.49,7616,0.77
29,G,40.59,7556,0.58
29,A,42.88,6760,0.01
29,B,46.02,6820,0.0
29,A,47.91,6760,0.01
29,F,51.17,9918,0.91
29,D,51.89,7476,0.83
29,E,54.11,7536,0.58
29,C,55.42,6800,0.0
29,D,56.86,7636,0.65
29,G,58.91,7476,0.68
29,D,60.71,7476,0.77
29,G,62.85,7416,0.8
29,A,65.15,6840,-0.03
29,B,68.39,6780,0.0
29,F,70.31,10018,0.77
29,D,71.0,7516,0.83
29,F,73.08,10038,0.75
29,A,74.31,6840,-0.04
29,G,77.56,7396,0.76
29,A,79.84,6800,0.0
29,B,82.93,6840,-0.01
29,D,84.59,7756,0.58
29,G,86.59,7436,0.84
29,C,88.92,6860,-0.01
29,F,90.63,9818,0.86
29,E,91.67,7676,0.75
29,X,92.95,6875,0.91
30,A,9.99,6780,0.0
30,F,13.04,10058,0.73
30,E,14.27,7816,0.8
30,C,15.7,6720,0.01
30,A,17.43,6800,-0.06
30,E,20.78,7776,0.85
30,A,22.22,6740,0.01
30,F,25.44,9758,0.84
30,C,26.57,6740,0.01
30,A,28.55,6880,-0.04
30,E,31.63,7756,0.87
30,A,33.15,6720,0.01
30,B,36.27,6780,0.0
30,D,37.84,7716,0.64
30,A,39.94,6780,0.0
30,B,43.17,6760,0.0
30,A,45.26,6740,0.01
30,B,48.37,6740,0.01
30,C,50.4,6780,0.01
30,E,52.07,7736,0.84
30,G,53.43,7516,0.7
30,B,55.78,6720,0.01
30,E,57.65,7796,0.82
30,G,58.96,7336,0.76
30,A,61.13,6860,-0.04
30,F,64.17,9838,0.87
30,C,65.17,6760,0.0
30,D,66.62,7476,0.81
30,X,68.63,6875,0.9
31,E,9.58,7616,0.68
31,G,10.91,7356,0.77
31,B,13.23,6720,0.01
31,D,14.77,7656,0.64
31,A,16.83,6900,-0.04
31,E,19.84,7716,0.88
31,A,21.33,6780,0.0
31,F,24.52,9858,0.92
31,D,25.28,7636,0.72
31,G,27.38,7356,0.71
31,B,29.79,6780,0.0
31,F,31.8,9878,0.87
31,B,32.97,6780,0.0
31,F,35.0,9878,0.88
31,C,36.06,6840,-0.01
31,A,37.92,6780,0.01
31,D,40.85,7716,0.63
31,B,43.1,6720,0.01
31,G,45.16,7556,0.62
31,C,47.53,6880,-0.01
31,D,49.05,7576,0.82
31,E,51.11,7736,0.8
31,F,52.41,9958,0.85
31,X,53.39,6875,0.95
32,G,9.95,7556,0.63
32,F,12.08,10038,0.7
32,D,12.81,7636,0.69
32,E,15.05,7676,0.83
32,A,16.42,6740,0.01
32,C,19.7,6760,0.01
32,D,21.04,7676,0.66
32,B,23.06,6780,0.0
32,D,24.55,7676,0.64
32,E,26.71,7516,0.55
32,G,28.17,7336,0.71
32,C,30.44,6840,-0.01
32,F,32.29,9998,0.82
32,D,33.13,7616,0.76
32,G,35.32,7516,0.71
32,A,37.58,6780,0.0
32,G,40.81,7496,0.73
32,F,42.94,10018,0.72
32,E,43.96,7676,0.82
32,D,45.05,7636,0.72
32,C,47.14,6820,0.0
32,F,48.81,9858,0.9
32,A,49.87,6780,0.0
32,F,52.93,10078,0.68
32,B,54.12,6820,-0.01
32,X,55.92,6875,0.92
33,D,9.59,7476,0.79
33,F,11.81,9998,0.73
33,D,12.41,7736,0.61
33,F,14.64,9758,0.86
33,A,15.89,6840,-0.03
33,F,19.13,9998,0.77
33,B,20.37,6720,0.01
33,E,22.29,7636,0.75
33,A,23.86,6800,0.0
33,B,26.98,6740,0.01
33,D,28.54,7476,0.77
33,C,30.74,6800,0.0
33,A,32.44,6900,-0.04
33,C,35.67,6840,-0.01
33,E,37.37,7656,0.74
33,C,38.76,6860,-0.01
33,A,40.62,6740,0.01
33,C,43.89,6700,0.02
33,D,45.2,7636,0.75
33,E,47.43,7656,0.72
33,B,49.0,6800,-0.01
33,F,50.98,9898,0.88
33,E,52.04,7736,0.84
33,C,53.36,6740,0.01
33,E,55.27,7816,0.76
33,D,56.38,7556,0.8
33,C,58.64,6740,0.01
33,D,60.16,7516,0.83
33,E,62.31,7576,0.62
33,B,63.7,6880,-0.02
33,G,65.65,7496,0.79
33,D,67.53,7656,0.72
33,E,69.54,7676,0.78
33,A,70.87,6860,-0.04
33,D,73.54,7556,0.77
33,E,75.61,7536,0.53
33,F,76.91,9958,0.84
33,A,78.01,6880,-0.04
33,G,81.11,7516,0.71
33,F,83.27,9838,0.78
33,C,84.38,6720,0.02
33,E,86.33,7536,0.59
33,F,87.76,10018,0.74
33,C,88.93,6880,-0.01
33,G,90.71,7436,0.81
33,E,92.89,7576,0.62
33,B,94.35,6800,-0.01
33,X,96.16,6875,0.9
34,G,9.95,7536,0.66
34,C,12.34,6840,-0.01
34,D,13.65,7696,0.64
34,E,15.7,7596,0.67
34,C,17.03,6740,0.01
34,E,19.0,7616,0.64
34,F,20.34,9798,0.86
34,B,21.33,6840,-0.01
34,C,23.15,6740,0.01
34,A,24.97,6720,0.01
34,D,27.66,7456,0.75
34,G,29.75,7516,0.63
34,B,31.97,6820,-0.01
34,E,33.81,7576,0.65
34,G,35.12,7396,0.73
