"Graea Hypue GT-M c9-7",-852.875,-370.28125,13432.3125
"Graea Hypue KD-O c8-72",-676.59375,-438.21875,13376.375
"Graea Hypue EW-U d3-214",-645.90625,-492.65625,13381.3125
"Graea Hypue KD-O c8-55",-683.53125,-431.03125,13399.96875
"Graea Hypue EW-U d3-150",-644.8125,-501.96875,13399.4375
"Graea Hypue BW-K c9-20",-814.65625,-764.21875,13419.21875
"Graea Hypue EW-U d3-64",-651.21875,-456.28125,13362.96875
"Graea Hypue NY-N c8-23",-640.0625,-491.125,13410.8125
"Graea Hypue KC-U d3-101",-817.96875,-776.46875,13391.3125
"Graea Hypue QY-Q d5-220",-686,-638.21875,13496.40625
"Graea Hypue EW-U d3-170",-638.0625,-486.03125,13403.90625
"Graea Hypue EW-U d3-74",-659.625,-438.75,13388.625
"Graea Hypue QY-Q d5-187",-692.8125,-653.53125,13497.8125
"Graea Hypue ZN-J b12-2",-1044.59375,-606.46875,13288.6875
"Graea Hypue QT-Q d5-2",-825.78125,-736.84375,13497.5625
"Graea Hypue EW-U d3-135",-629.09375,-494.15625,13386.3125
"Graea Hypue GB-W d2-2",-666.4375,-671.375,13274.96875
"Graea Hypue EW-U d3-253",-660.6875,-427.8125,13357.75
"Graea Hypue KX-S d4-62",-632.59375,-520.09375,13434.5
"Graea Hypue YU-X d1-144",-971.5,-666.5625,13213.09375
"Graea Hypue YE-Y d1-4",-646.0625,-555.34375,13247.9375
"Graea Hypue QY-Q d5-213",-694.84375,-653.28125,13510.09375
"Graea Hypue PT-Q d5-146",-920.09375,-689.9375,13536.09375
"Graea Hypue QT-Q d5-124",-808.3125,-744.09375,13500.59375
"Graea Hypue YE-Z e45",-673.78125,-485.125,13219.03125
"Graea Hypue HX-P c7-63",-637.65625,-447.28125,13356.09375
"Graea Hypue EW-U d3-205",-638.25,-445.46875,13371.8125
"Graea Hypue KH-U d3-128",-669.96875,-718.40625,13387.71875
"Graea Hypue EC-T d4-156",-1022.1875,-441.21875,13448.34375
"Graea Hypue KH-U d3-104",-676.15625,-728.3125,13348.40625
"Graea Hypue EY-M c9-123",-832.84375,-333.5,13426.625
"Graea Hypue EW-U d3-230",-642.09375,-433.6875,13339.5
"Graea Hypue EW-U d3-18",-634.375,-449.46875,13403.78125
"Graea Hypue PT-Q d5-122",-885.34375,-698.71875,13551.34375
"Graea Hypue FW-U d3-267",-611.40625,-496.8125,13377.90625
"Graea Hypue ON-S d4-105",-650.375,-688.34375,13430.71875
"Graea Hypue YE-Y d1-212",-637.6875,-577.125,13234.15625
"Graea Hypue LC-U d3-35",-719.8125,-772.15625,13355.71875
"Graea Hypue QY-Q d5-59",-666.8125,-588.21875,13530.5
"Graea Hypue QY-Q d5-52",-679.96875,-647.6875,13523.5
"Graea Hypue NA-N b24-11",-670.21875,-583.96875,13535.75
"Graea Hypue KH-U d3-132",-659.09375,-729.4375,13390.71875
"Graea Hypue QY-Q d5-178",-693.15625,-625,13555.28125
"Graea Hypue BV-X d1-24",-731.625,-718.78125,13191.90625
"Graea Hypue JN-R d5-88",-737.78125,-409.78125,13541.75
"Graea Hypue OJ-P d6-346",-962.96875,-552,13587.71875
"Graea Hypue VZ-X d1-92",-1031.75,-606.375,13195.03125
"Graea Hypue OY-P c6-6",-916.125,-804.28125,13314.875
"Graea Hypue QY-Q d5-74",-649.59375,-645.46875,13515.46875
"Graea Hypue LY-F c12-10",-729.25,-699.53125,13551.03125
"Graea Hypue QY-Q d5-137",-695.875,-595.21875,13574.75
"Graea Hypue QI-S d4-124",-676.21875,-749.8125,13434.78125
"Graea Hypue QY-Q d5-7",-666.78125,-612.53125,13549.75
"Graea Hypue YA-V d3-276",-1003.5,-355.96875,13353.53125
"Graea Hypue KD-R d5-48",-1010.625,-549.34375,13564.40625
"Graea Hypue JC-T d4-2",-607.34375,-483.90625,13461.21875
"Graea Hypue QY-Q d5-60",-646.5,-610.9375,13541.125
"Graea Hypue PI-A d1-276",-757.46875,-389.75,13171.34375
"Graea Hypue BB-W d2-4",-1049.5,-699.625,13262.40625
"Graea Hypue QI-S d4-8",-700.90625,-785.46875,13422.40625
"Graea Hypue SW-M b23-9",-889.0625,-768.75,13530.78125
"Graea Hypue FW-U d3-173",-601.1875,-427.34375,13389.03125
"Graea Hypue RD-A d1-214",-725.8125,-445.65625,13139.375
"Graea Hypue AG-V d3-25",-698.9375,-324.46875,13368.1875
"Graea Hypue DC-T d4-84",-1059.375,-438,13482.59375
"Graea Hypue AG-V d3-65",-669.9375,-338.53125,13347.84375
"Graea Hypue HI-R d5-383",-1030.96875,-434.71875,13526
"Graea Hypue MC-U d3-78",-674.375,-787.75,13340.125
"Graea Hypue OJ-P d6-9",-963.96875,-520.40625,13612.71875
"Graea Hypue HB-W d2-17",-617.71875,-717.875,13286.15625
"Graea Hypue JC-T d4-222",-601.21875,-484.5,13492.0625
"Graea Hypue EW-K c9-1",-674.5,-771.28125,13454.53125
"Graea Hypue BB-W d2-163",-1102.84375,-667.90625,13333.625
"Graea Hypue MX-T d3-23",-819.125,-842.0625,13411.03125
"Graea Hypue OD-A d1-8",-994,-452.71875,13144.25
"Graea Hypue AM-T d4-67",-989.875,-331.46875,13449.40625
"Graea Hypue NO-P d6-133",-907.21875,-431.0625,13610
"Graea Hypue QI-S d4-69",-688.5,-774.25,13483
"Graea Hypue LT-P d6-425",-883.40625,-418.625,13609.3125
"Graea Hypue QY-Q d5-95",-625.625,-634.3125,13544.625
"Graea Hypue LH-U d3-81",-573.40625,-673.15625,13394.6875
"Graea Hypue LT-P d6-392",-867.75,-417.28125,13614.09375
"Graea Hypue WO-Z d119",-835.6875,-733.59375,13126.0625
"Graea Hypue QD-S d4-63",-853.875,-841.0625,13445.25
"Graea Hypue YF-V d3-410",-807.84375,-270.0625,13385.3125
"Graea Hypue LT-P d6-280",-883.34375,-382.25,13594.21875
"Graea Hypue PX-S b20-5",-1082.03125,-694.6875,13471.875
"Graea Hypue QY-Q d5-111",-648.90625,-656.375,13567.78125
"Graea Hypue GS-R d5-467",-846.9375,-298.28125,13502.5625
"Graea Hypue RY-Q d5-188",-620.96875,-637.65625,13548.625
"Graea Hypue MC-U d3-9",-628.4375,-770,13338.65625
"Graea Hypue AR-U d3-109",-1137.0625,-528.40625,13395.8125
"Graea Hypue UO-Q d5-75",-686.59375,-757.875,13528.875
"Graea Hypue UO-Q d5-97",-684.5,-748,13539.28125
"Graea Hypue HB-W d2-58",-587.9375,-706.84375,13283.78125
"Graea Hypue FS-R d5-297",-934.5,-337.125,13541.59375
"Graea Hypue RY-Q d5-195",-624.03125,-653.8125,13551.4375
"Graea Hypue RY-Q d5-209",-586.15625,-635.3125,13507.9375
"Graea Hypue MC-U d3-106",-654.09375,-800.15625,13369.03125
"Graea Hypue RD-S d4-122",-736.71875,-839.03125,13438.96875
"Graea Hypue QI-S d4-14",-633.90625,-776.71875,13432.78125
"Graea Hypue RY-Q d5-133",-607.15625,-598.5625,13560.125
"Graea Hypue QD-S d4-46",-859.5,-862.71875,13427.1875
"Graea Hypue HW-S c5-23",-547.09375,-551.84375,13255.75
"Graea Hypue FS-R d5-242",-927.15625,-296.4375,13507.71875
"Graea Hypue GS-R d5-576",-857.28125,-282.84375,13508.90625
"Graea Hypue AM-T d4-76",-1014.125,-315.03125,13457.46875
"Graea Hypue EL-X d1-103",-848.84375,-833,13198.625
"Graea Hypue UO-Q d5-117",-639.5,-756.34375,13510.3125
"Graea Hypue UO-Q d5-88",-639.0625,-760.78125,13503.6875
"Graea Hypue LT-P d6-493",-884.15625,-417.21875,13641.6875
"Graea Hypue FW-U d3-135",-545.375,-446.875,13399
"Graea Hypue AR-U d3-155",-1159.21875,-531.3125,13340.15625
"Graea Hypue RD-S d4-125",-720.15625,-843.34375,13455.625
"Graea Hypue HI-R d5-232",-1072.40625,-444.875,13553.21875
"Graea Hypue KC-T d4-41",-532.75,-481,13416.6875
"Graea Hypue GS-R d5-339",-840.46875,-314.1875,13570.96875
"Graea Hypue UO-Q d5-43",-648.5625,-772.21875,13514.71875
"Graea Hypue FS-R d5-299",-879.90625,-285.875,13528.0625
"Graea Hypue HI-R d5-439",-1094,-439.75,13524.21875
"Graea Hypue SZ-O d6-81",-978.75,-715.90625,13611.4375
"Graea Hypue LH-U d3-50",-561.15625,-731,13339.03125
"Graea Hypue SE-X d2-0",-859.3125,-250.375,13258.40625
"Graea Hypue LH-U d3-73",-555.6875,-723.3125,13335.5
"Graea Hypue LH-U d3-54",-566.5,-741.0625,13335.0625
"Graea Hypue EM-V b19-4",-531.09375,-624.0625,13454.0625
"Graea Hypue HI-R d5-426",-1099.0625,-461.46875,13541.96875
"Graea Hypue RD-S d4-89",-784.125,-863.75,13483.9375
"Graea Hypue CA-Y d1-42",-533.03125,-610.46875,13242.59375
"Graea Hypue OS-S d4-88",-525.1875,-610.9375,13458.53125
"Graea Hypue NX-B d188",-770.59375,-454.28125,13053.53125
"Graea Hypue RD-S d4-71",-782.1875,-881.84375,13434.65625
"Graea Hypue LT-P d6-319",-876.125,-363.03125,13629.59375
"Graea Hypue FS-R d5-0",-889.5,-265.875,13512.90625
"Graea Hypue NX-T d3-94",-751.75,-885.84375,13369.15625
"Graea Hypue CQ-W d2-203",-517.4375,-486,13300.40625
"Graea Hypue TN-Z c1-6",-633.625,-633.53125,13105.3125
"Graea Hypue YV-U d3-302",-1172.53125,-503.21875,13338.28125
"Graea Hypue LT-P d6-230",-909.09375,-390.75,13645.40625
"Graea Hypue QY-U b18-1",-695.75,-861.6875,13416.65625
"Graea Hypue RO-F c12-12",-638.5625,-755.34375,13552.96875
"Graea Hypue AR-U d3-33",-1174.3125,-512.28125,13400.28125
"Graea Hypue VJ-Q d5-52",-711.40625,-837.59375,13517.90625
"Graea Hypue CQ-W d2-147",-520.34375,-440.875,13327.6875
"Graea Hypue AR-U d3-147",-1182.875,-571.875,13401.53125
"Graea Hypue CQ-W d2-133",-520.1875,-473.375,13268.75
"Graea Hypue OY-Z d43",-1111.5625,-517.03125,13150.375
"Graea Hypue UK-V d3-467",-992.53125,-249.90625,13385.71875
"Graea Hypue CQ-W d2-55",-512.6875,-496.625,13266.28125
"Graea Hypue CQ-W d2-260",-514.3125,-491.75,13262.65625
"Graea Hypue FM-T d4-12",-596.875,-336.4375,13467.75
"Graea Hypue RY-Q d5-118",-553.84375,-638.09375,13548.3125
"Graea Hypue FS-R d5-228",-918.3125,-276,13554.53125
"Graea Hypue CQ-W d2-254",-503.375,-457.5625,13334.09375
"Graea Hypue KH-J c10-22",-543.28125,-730.96875,13457.21875
"Graea Hypue HI-R d5-290",-1097.6875,-429.71875,13573.375
"Graea Hypue UO-Q d5-91",-646.0625,-790.375,13556.25
"Graea Hypue FS-R d5-225",-904.4375,-273.75,13566.75
"Graea Hypue VF-V d3-514",-1088.78125,-302.09375,13346.8125
"Graea Hypue UK-O b23-2",-525.1875,-625,13522.84375
"Graea Hypue RD-S d4-79",-741.125,-903.96875,13426.96875
"Graea Hypue ZJ-Z d55",-729.75,-805.84375,13117.59375
"Graea Hypue MN-A d1-249",-862.78125,-289.3125,13120.34375
"Graea Hypue VF-V d3-175",-1090.625,-299.84375,13410.28125
"Graea Hypue UO-Q d5-22",-665.375,-817.09375,13555.6875
"Graea Hypue WP-O d6-21",-971.34375,-829.21875,13576.5
"Graea Hypue UO-Q d5-46",-628.15625,-805.53125,13536.0625
"Graea Hypue FM-T d4-322",-615.78125,-281.5,13443.1875
"Graea Hypue IS-R d5-469",-644.375,-304.28125,13539.6875
"Graea Hypue NS-I c10-12",-646.875,-852.1875,13485.9375
"Graea Hypue VJ-Q d5-12",-741.40625,-888.65625,13505.28125
"Graea Hypue GI-R d5-120",-1147.375,-490.125,13558.71875
"Graea Hypue SY-R d4-57",-842.6875,-923.40625,13446.3125
"Graea Hypue SY-R d4-49",-789.75,-920.3125,13457.4375
"Graea Hypue QN-S d4-6",-509.875,-704.1875,13477.75
"Graea Hypue FX-R d5-3",-722.0625,-232.1875,13507.25
"Graea Hypue RO-P d6-25",-575.15625,-446.125,13606.78125
"Graea Hypue LS-B d57",-1068.34375,-555.375,13057.3125
"Graea Hypue SY-R d4-13",-855.3125,-928.875,13460
"Graea Hypue QE-X d2-647",-1015.1875,-224.21875,13325.3125
"Graea Hypue SY-R d4-107",-814.40625,-921.8125,13482.53125
"Graea Hypue TU-O d6-81",-1041.6875,-800.90625,13580
"Graea Hypue GC-U d3-166",-1165.25,-755.8125,13414.46875
"Graea Hypue SY-R d4-111",-807.65625,-929.0625,13461.40625
"Graea Hypue UF-V d3-3",-1146.1875,-326.84375,13338.84375
"Graea Hypue UJ-P d6-182",-525.375,-547.46875,13587.8125
"Graea Hypue FR-V d2-96",-1063.21875,-876.0625,13316.96875
"Graea Hypue EX-R d5-337",-805.0625,-218.59375,13545.34375
"Graea Hypue VJ-Q d5-24",-760.84375,-898.96875,13541.09375
"Graea Hypue VJ-Q d5-119",-775.1875,-904.5625,13536.96875
"Graea Hypue WO-Q d5-47",-545,-769.3125,13510.75
"Graea Hypue SY-R d4-70",-810.84375,-944.03125,13437.75
"Graea Hypue CS-R d5-161",-1119.71875,-336.0625,13519.09375
"Graea Hypue ON-I c10-1",-684.9375,-897.375,13489.875
"Graea Hypue UF-V d3-187",-1112.75,-282.75,13413.28125
"Graea Hypue TK-N d7-67",-1050.625,-587.90625,13692.8125
"Graea Hypue OT-E c13-16",-522.03125,-572.96875,13595.40625
"Graea Hypue WO-Q d5-6",-539.71875,-765.09375,13517.03125
"Graea Hypue UK-V d3-649",-1019.15625,-207.875,13394.125
"Graea Hypue FR-V d2-56",-1094.0625,-864.46875,13302.9375
"Graea Hypue EN-R d5-64",-1146.40625,-391.15625,13557.5
"Graea Hypue QT-P d6-94",-537.59375,-410.15625,13576.84375
"Graea Hypue VJ-Q d5-96",-731,-892.34375,13560.34375
"Graea Hypue HD-R d5-127",-1196.5,-569.53125,13552.0625
"Graea Hypue RP-N d7-276",-1091.96875,-505.21875,13673.625
"Graea Hypue WE-Q d5-61",-855.0625,-934.46875,13523.6875
"Graea Hypue SY-R d4-98",-824.1875,-965.5625,13415.53125
"Graea Hypue QE-D c14-44",-530.9375,-538.6875,13627.15625
"Graea Hypue SY-R d4-85",-863.71875,-951.53125,13483.09375
"Graea Hypue UJ-P d6-225",-497.25,-547.59375,13587.625
"Graea Hypue UJ-P d6-229",-539.3125,-550.375,13643.59375
"Graea Hypue KC-T d4-86",-465.78125,-442.84375,13493.34375
"Graea Hypue SY-R d4-95",-851.90625,-970.84375,13426.5625
"Graea Hypue FU-C c14-40",-1143.875,-623.0625,13638.3125
"Graea Hypue SO-P d6-11",-493.125,-492.84375,13580.6875
"Graea Hypue HD-R d5-380",-1214.53125,-562.65625,13548.84375
"Graea Hypue TK-N d7-237",-1102.875,-641.84375,13683.03125
"Graea Hypue JE-G b28-8",-511.96875,-557.78125,13627.28125
"Graea Hypue BV-W d2-237",-454.0625,-391.5625,13325.4375
"Graea Hypue WO-Q d5-57",-494.34375,-755.84375,13509.5
"Graea Hypue WO-Q d5-134",-520.4375,-791.5,13519.53125
"Graea Hypue SO-P d6-24",-525.90625,-443.8125,13623.5
"Graea Hypue SO-P d6-64",-543.3125,-444.8125,13645.625
"Graea Hypue UY-R d4-68",-645,-931.0625,13450.5625
"Graea Hypue TU-O d6-12",-1074.65625,-800.78125,13628.375
"Graea Hypue RO-E c13-3",-483.375,-586.15625,13596.40625
"Graea Hypue NZ-N d7-215",-1075.9375,-420.5,13691.96875
"Graea Hypue FI-R d5-23",-1213.21875,-465.28125,13554.09375
"Graea Hypue UJ-P d6-95",-489.5625,-549.40625,13611.875
"Graea Hypue WO-Q d5-18",-532.5625,-777.375,13573.5
"Graea Hypue JS-R d5-315",-550.78125,-285.3125,13533.59375
"Graea Hypue XF-W d2-80",-1259.84375,-662.53125,13295
"Graea Hypue NZ-N d7-161",-1072.5,-373.9375,13681.1875
"Graea Hypue BF-Y d1-111",-420.6875,-572.4375,13233.375
"Graea Hypue HD-R d5-2",-1255.53125,-529.96875,13507.1875
"Graea Hypue WJ-Z e48",-563.84375,-228.53125,13272.65625
"Graea Hypue FS-S d4-64",-1260.15625,-629.6875,13487.84375
"Graea Hypue WF-W d2-73",-1269.5625,-644.0625,13286
"Graea Hypue XV-T d4-778",-886.4375,-131.4375,13463.6875
"Graea Hypue WO-Q d5-75",-493.65625,-803.4375,13496.78125
"Graea Hypue NZ-N d7-497",-1090.40625,-383.625,13684.375
"Graea Hypue NZ-N d7-175",-1096.90625,-411.25,13694.125
"Graea Hypue LD-A d1-275",-1213.59375,-472.6875,13134.40625
"Graea Hypue TL-S c5-15",-1267.125,-660.875,13272.5625
"Graea Hypue CS-R d5-136",-1162.28125,-320.8125,13563.40625
"Graea Hypue NE-P d6-293",-1216.59375,-662.03125,13586.28125
"Graea Hypue BV-W d2-35",-418.28125,-412.53125,13320.15625
